n_rows,n_sources,n_genes,n_species,n_label_sets,sources,genes,label_sets,sequence_length
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rundc1,"Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome",6698
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;Loedige2023_transcript_sequences,Ncs1,"Neurite;Neuropil;Neuropil,Ribosome",7068
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Etl4,"Axon;Cell_body;Cell_body,Ribosome",7594
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Hip1,"Axon,Ribosome;Cell_body;Neurite",7885
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Pex2,"Cell_body;Cell_body,Cytoplasm;Synap",7873
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Arglu1,"Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome",5390
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ncoa3,"Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome",7565
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Dync1i2,"Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome",4523
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;mart_mouse_rat_localization_transcript_sequences,Slc1a2,"Cell_body,Dendrite,Neurite;Neuropil,Ribosome;Synap",12025
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Lrp8,Axon;Cell_body;Synap,8107
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Rcn1,"Cell_body;Cell_body,Ribosome;Synap",5114
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tln1,"Cell_body;Neurite;Ribosome,Synap",8405
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Peli2,"Neurite;Neuropil,Ribosome;Synap",5982
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Blcap,"Cell_body;Neuropil,Ribosome;Synap",2454
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Prkcsh,"Cell_body;Cell_body,Cytoplasm;Synap",2986
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Psmd3,"Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome",2894
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Hipk1,"Cell_body;Cell_body,Ribosome;Neurite",8363
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tmco1,"Cell_body;Cell_body,Cytoplasm;Synap",3966
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Bcar1,"Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome",5933
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Arhgef7,"Axon;Axon,Ribosome;Neurite",5870
3,3,1,1,3,Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Scamp3,"Axon,Ribosome;Cell_body,Cytoplasm;Synap",1999
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Adra1d,"Cell_body;Cell_body,Ribosome;Synap",4166
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rpl35,Cell_body;Dendrite;Neurite,1491
3,3,1,1,3,Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Olfm2,"Axon,Ribosome;Cell_body,Cytoplasm;Synap",2761
3,3,1,1,3,Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Abcb8,"Axon,Ribosome;Neurite;Synap",4586
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Srebf1,"Cell_body,Cytoplasm;Neuropil,Ribosome;Synap",4358
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Mpzl1,"Cell_body;Cell_body,Cytoplasm;Synap",2920
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Adgrl3,"Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",9131
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,D430041D05Rik,"Axon;Cell_body,Cytoplasm;Synap",13015
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Vapa,"Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome",3760
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Zdhhc21,Axon;Cell_body;Synap,9218
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Endog,"Axon,Ribosome;Cell_body;Cell_body,Neuropil,Ribosome",1667
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ift46,"Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome",4169
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Idh2,"Cell_body;Neuropil,Ribosome;Synap",5377
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Eogt,"Axon;Cell_body,Cytoplasm;Synap",5669
3,3,1,1,3,Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Grm2,"Axon,Ribosome;Cell_body,Cytoplasm;Synap",6912
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Dnajc13,"Axon;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome",8027
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tnc,"Axon;Cell_body,Cytoplasm;Synap",7299
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Hgsnat,"Cell_body;Cell_body,Cytoplasm;Synap",5852
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Neo1,"Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",7828
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Grin2d,"Axon;Cell_body,Ribosome;Synap",6753
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Mapt,"Axon;Axon,Ribosome;Cell_body,Ribosome",6705
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Slc4a4,Axon;Neurite;Synap,8264
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Islr,"Axon;Cell_body,Cytoplasm;Synap",2779
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Clasp2,"Axon;Cell_body,Neuropil,Ribosome;Neurite",6771
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Serpinh1,"Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",6054
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Hnmt,"Cell_body;Cell_body,Cytoplasm;Synap",2094
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Kifc3,"Axon,Ribosome;Cell_body,Cytoplasm;Neuropil,Ribosome",6293
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Sh3glb1,Cell_body;Neurite;Synap,6038
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Fam20c,Axon;Cell_body;Synap,3773
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Igsf3,"Axon;Cell_body,Cytoplasm;Synap",7487
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Calm3,"Axon;Cell_body,Neuropil,Ribosome;Neurite",2452
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Pno1,"Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome",1849
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Chrna4,"Axon;Cell_body,Cytoplasm;Synap",4583
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Dsel,"Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",5795
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Glp1r,"Axon;Cell_body,Cytoplasm;Synap",6077
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Paqr8,"Cell_body,Neuropil,Ribosome;Neurite;Synap",6221
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Nomo1,"Cell_body,Ribosome;Neurite;Synap",8472
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Itgb1,Cell_body;Neurite;Synap,5149
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Med13l,"Axon;Cell_body;Cell_body,Ribosome",9760
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Neurod2,"Axon,Ribosome;Cell_body;Cell_body,Ribosome",3437
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Jph3,"Cell_body,Neuropil,Ribosome;Neurite;Ribosome,Synap",4633
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,B3gat1,"Cell_body,Neuropil,Ribosome;Neurite;Synap",3870
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rasal2,"Axon;Cell_body;Cell_body,Neuropil,Ribosome",10078
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rhoa,"Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome",5101
3,3,1,1,3,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cln6,"Cell_body;Cell_body,Cytoplasm;Synap",2358
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Rpl18,"Cell_body,Neuropil,Ribosome;Neurite;Synap",3047
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Plxna2,"Cell_body;Cell_body,Neuropil,Ribosome;Synap",11095
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Fat3,"Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome;Synap",18760
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Dzank1,"Axon;Cell_body,Neuropil,Ribosome;Neurite",7015
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Kcng4,"Cell_body;Neuropil,Ribosome;Synap",5363
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Usp42,"Axon;Cell_body;Cell_body,Ribosome",5391
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ndufb6,"Cell_body;Neurite;Neuropil,Ribosome",3672
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ppia,"Cell_body;Cell_body,Neuropil,Ribosome;Neurite",2853
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tmem259,"Cell_body;Cell_body,Cytoplasm;Synap",3487
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Nbeal1,"Cell_body;Cell_body,Neuropil,Ribosome;Neurite",15888
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Acadvl,"Cell_body;Neuropil,Ribosome;Synap",2699
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Mtmr7,"Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome",5609
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Adgrl1,"Axon;Cell_body,Neuropil,Ribosome;Synap",8477
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Vkorc1l1,"Cell_body;Cell_body,Cytoplasm;Synap",8016
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Aebp2,"Axon;Cell_body;Cell_body,Ribosome",6891
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Dbt,Cell_body;Neurite;Synap,3463
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Psd3,"Axon;Neurite;Neuropil,Ribosome",12403
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Polr2a,"Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome",6748
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Armc8,"Cell_body;Cell_body,Neuropil,Ribosome;Cell_body,Ribosome",4927
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Higd1a,"Cell_body;Cell_body,Ribosome;Neurite",2878
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rhot1,"Cell_body;Cell_body,Cytoplasm;Cell_body,Ribosome",4880
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Gork2021_bulk_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Rere,"Cell_body;Cell_body,Ribosome;Neuropil",7834
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Ppp1r12c,"Axon;Cell_body;Cell_body,Neuropil,Ribosome",3743
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Psmd1,"Cell_body;Cell_body,Cytoplasm;Cell_body,Neuropil,Ribosome",5465
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Gria4,"Cell_body;Cell_body,Neuropil,Ribosome;Synap",6507
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Hspa13,"Cell_body;Cell_body,Cytoplasm;Synap",4594
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Thra,"Axon;Cell_body,Neuropil,Ribosome;Neurite",4909
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tmem178,"Cell_body;Cell_body,Cytoplasm;Synap",9083
3,3,1,1,3,Loedige2023_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Vstm2l,"Cell_body;Cell_body,Cytoplasm;Synap",1473
3,3,1,1,3,Biever2020_dual_location_transcript_sequences;Loedige2023_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Rtn2,"Cell_body,Ribosome;Neurite;Ribosome,Synap",3498
